ticker,date,adj_close
WMT,2016-12-30,67.742044969125
WMT,2016-12-29,67.879253972246
WMT,2016-12-28,67.928257187646
WMT,2016-12-27,68.310482267767
WMT,2016-12-23,68.153671978486
WMT,2016-12-22,68.202675193887
WMT,2016-12-21,69.819781302091
WMT,2016-12-20,70.388218600732
WMT,2016-12-19,70.153003166811
WMT,2016-12-16,69.56496458201
WMT,2016-12-15,69.66297101281
WMT,2016-12-14,69.917787732891
WMT,2016-12-13,70.368617314572
WMT,2016-12-12,70.241208954532
WMT,2016-12-09,68.682906704808
WMT,2016-12-08,68.937723424888
WMT,2016-12-07,69.192540144969
WMT,2016-12-06,68.472392751055
WMT,2016-12-05,68.063660446401
WMT,2016-12-02,68.978442271103
WMT,2016-12-01,68.774076118776
WMT,2016-11-30,68.540514801831
WMT,2016-11-29,69.455296626532
WMT,2016-11-28,69.280125638823
WMT,2016-11-25,69.319052524981
WMT,2016-11-23,68.929783663406
WMT,2016-11-22,68.23883143411
WMT,2016-11-21,67.508952318657
WMT,2016-11-18,66.701219430889
WMT,2016-11-17,67.333781330948
WMT,2016-11-16,69.474760069611
WMT,2016-11-15,69.503955234229
WMT,2016-11-14,68.598905131067
WMT,2016-11-11,69.319052524981
WMT,2016-11-10,69.474760069611
WMT,2016-11-09,69.192540144969
WMT,2016-11-08,67.917684623311
WMT,2016-11-07,67.907952901771
WMT,2016-11-04,67.30458616633
WMT,2016-11-03,67.761977078681
WMT,2016-11-02,67.586806090972
WMT,2016-11-01,67.440830267881
WMT,2016-10-31,68.141514218716
WMT,2016-10-28,68.112319054098
WMT,2016-10-27,67.956611509468
WMT,2016-10-26,67.723050192523
WMT,2016-10-25,67.499220597117
WMT,2016-10-24,67.333781330948
WMT,2016-10-21,66.506585000101
WMT,2016-10-20,66.886122140137
WMT,2016-10-19,67.041829684767
WMT,2016-10-18,67.022366241688
WMT,2016-10-17,66.389804341628
WMT,2016-10-14,66.613633937034
WMT,2016-10-13,66.399536063168
WMT,2016-10-12,65.650193504636
WMT,2016-10-11,65.58207145386
WMT,2016-10-10,66.156243024683
WMT,2016-10-07,66.856926975519
WMT,2016-10-06,67.499220597117
WMT,2016-10-05,69.747248272713
WMT,2016-10-04,69.825102045028
WMT,2016-10-03,70.078126805052
WMT,2016-09-30,70.185175741985
WMT,2016-09-29,68.832466448012
WMT,2016-09-28,69.864028931186
WMT,2016-09-27,70.389541894312
WMT,2016-09-26,69.698589665017
WMT,2016-09-23,70.409005337391
WMT,2016-09-22,70.331151565076
WMT,2016-09-21,70.253297792761
WMT,2016-09-20,70.039199918895
WMT,2016-09-19,70.155980577367
WMT,2016-09-16,70.915054857439
WMT,2016-09-15,70.457663945088
WMT,2016-09-14,69.601272449623
WMT,2016-09-13,69.542882120387
WMT,2016-09-12,70.010004754277
WMT,2016-09-09,68.414002421819
WMT,2016-09-08,69.902955817343
WMT,2016-09-07,70.126785412749
WMT,2016-09-06,71.041567237451
WMT,2016-09-02,70.554981160482
WMT,2016-09-01,70.885859692821
WMT,2016-08-31,69.523418677308
WMT,2016-08-30,69.396906297296
WMT,2016-08-29,69.48449179115
WMT,2016-08-26,69.231467031127
WMT,2016-08-25,69.309320803442
WMT,2016-08-24,70.292224678919
WMT,2016-08-23,70.039199918895
WMT,2016-08-22,70.749615591269
WMT,2016-08-19,70.856664528202
WMT,2016-08-18,72.30669103757
WMT,2016-08-17,70.973445186675
WMT,2016-08-16,70.934518300517
WMT,2016-08-15,71.352982326711
WMT,2016-08-12,71.907690454455
WMT,2016-08-11,71.820104960601
WMT,2016-08-10,71.966080783691
WMT,2016-08-09,71.086441649868
WMT,2016-08-08,70.893114367709
WMT,2016-08-05,71.299101660243
WMT,2016-08-04,70.854448911277
WMT,2016-08-03,70.506459803391
WMT,2016-08-02,70.690120721442
WMT,2016-08-01,71.318434388459
WMT,2016-07-29,70.535458895715
WMT,2016-07-28,70.796450726629
WMT,2016-07-27,70.873781639493
WMT,2016-07-26,71.270102567919
WMT,2016-07-25,71.289435296135
WMT,2016-07-22,71.096108013976
WMT,2016-07-21,71.067108921652
WMT,2016-07-20,71.328100752567
WMT,2016-07-19,71.202438019163
WMT,2016-07-18,71.376432573106
WMT,2016-07-15,71.212104383271
WMT,2016-07-14,71.241103475595
WMT,2016-07-13,71.163772562731
WMT,2016-07-12,70.825449818953
WMT,2016-07-11,71.589092583481
WMT,2016-07-08,71.376432573106
WMT,2016-07-07,71.07677528576
WMT,2016-07-06,71.35709984489
WMT,2016-07-05,70.69978708555
WMT,2016-07-01,70.380797069988
WMT,2016-06-30,70.583790716254
WMT,2016-06-29,70.042474326209
WMT,2016-06-28,69.124169735954
WMT,2016-06-27,69.114503371846
WMT,2016-06-24,69.559156120812
WMT,2016-06-23,69.694485218323
WMT,2016-06-22,69.356162474545
WMT,2016-06-21,69.075837915414
WMT,2016-06-20,68.727848807528
WMT,2016-06-17,68.582853345909
WMT,2016-06-16,68.921176089687
WMT,2016-06-15,68.747181535744
WMT,2016-06-14,68.582853345909
WMT,2016-06-13,68.176866053375
WMT,2016-06-10,68.76651426396
WMT,2016-06-09,68.71818244342
WMT,2016-06-08,68.901843361471
WMT,2016-06-07,68.660184258772
WMT,2016-06-06,68.679516986988
WMT,2016-06-03,68.505522433045
WMT,2016-06-02,68.582853345909
WMT,2016-06-01,68.147866961051
WMT,2016-05-31,68.418525156074
WMT,2016-05-27,68.38952606375
WMT,2016-05-26,68.486189704829
WMT,2016-05-25,68.128534232835
WMT,2016-05-24,67.896541494244
WMT,2016-05-23,67.181230550256
WMT,2016-05-20,67.529219658142
WMT,2016-05-19,66.891239627017
WMT,2016-05-18,61.043089341707
WMT,2016-05-17,62.928030342758
WMT,2016-05-16,63.817335840689
WMT,2016-05-13,62.77336851703
WMT,2016-05-12,64.619644061649
WMT,2016-05-11,64.194324040899
WMT,2016-05-10,65.998020486825
WMT,2016-05-09,66.151526567329
WMT,2016-05-06,65.479937465123
WMT,2016-05-05,64.482147941845
WMT,2016-05-04,64.462959681782
WMT,2016-05-03,64.280671211183
WMT,2016-05-02,64.846724883043
WMT,2016-04-29,64.155947520773
WMT,2016-04-28,66.113150047203
WMT,2016-04-27,66.602450678811
WMT,2016-04-26,66.487321118432
WMT,2016-04-25,66.650421328968
WMT,2016-04-22,65.930861576604
WMT,2016-04-21,65.691008325816
WMT,2016-04-20,66.400973948149
WMT,2016-04-19,66.938245229914
WMT,2016-04-18,67.024592400198
WMT,2016-04-15,66.257061997676
WMT,2016-04-14,66.007614616856
WMT,2016-04-13,66.34340916796
WMT,2016-04-12,66.007614616856
WMT,2016-04-11,64.664436412444
WMT,2016-04-08,65.297648994524
WMT,2016-04-07,65.451155075028
WMT,2016-04-06,66.237873737613
WMT,2016-04-05,65.854108536352
WMT,2016-04-04,66.295438517802
WMT,2016-04-01,66.257061997676
WMT,2016-03-31,65.710196585879
WMT,2016-03-30,66.007614616856
WMT,2016-03-29,65.268866604429
WMT,2016-03-28,65.355213774713
WMT,2016-03-24,65.240084214335
WMT,2016-03-23,64.722001192633
WMT,2016-03-22,65.115360523925
WMT,2016-03-21,65.21130182424
WMT,2016-03-18,64.232700561025
WMT,2016-03-17,64.712407062601
WMT,2016-03-16,65.230490084303
WMT,2016-03-15,65.326431384619
WMT,2016-03-14,64.626059892318
WMT,2016-03-11,64.443771421719
WMT,2016-03-10,64.674030542475
WMT,2016-03-09,64.789160102853
WMT,2016-03-08,64.79868371892
WMT,2016-03-07,64.655829477917
WMT,2016-03-04,63.598708094496
WMT,2016-03-03,62.989196666217
WMT,2016-03-02,63.055861978685
WMT,2016-03-01,63.293952380356
WMT,2016-02-29,63.179668987554
WMT,2016-02-26,63.341570460691
WMT,2016-02-25,64.79868371892
WMT,2016-02-24,63.922511040769
WMT,2016-02-23,63.31299961249
WMT,2016-02-22,62.503492246807
WMT,2016-02-19,61.579701488321
WMT,2016-02-18,61.065426220711
WMT,2016-02-17,62.960625818016
WMT,2016-02-16,62.760629880612
WMT,2016-02-12,63.027291130484
WMT,2016-02-11,62.208260148734
WMT,2016-02-10,62.655870103877
WMT,2016-02-09,62.67491733601
WMT,2016-02-08,63.712991487298
WMT,2016-02-05,63.808227647967
WMT,2016-02-04,63.255857916089
WMT,2016-02-03,63.113003675086
WMT,2016-02-02,63.674897023031
WMT,2016-02-01,64.28440845131
WMT,2016-01-29,63.198716219688
WMT,2016-01-28,61.160662381379
WMT,2016-01-27,60.903524747574
WMT,2016-01-26,60.951142827909
WMT,2016-01-25,60.427343944231
WMT,2016-01-22,59.70354912315
WMT,2016-01-21,58.932136221734
WMT,2016-01-20,57.941680150781
WMT,2016-01-19,59.579742114281
WMT,2016-01-15,58.979754302068
WMT,2016-01-14,60.055922917624
WMT,2016-01-13,58.970230686002
WMT,2016-01-12,60.589245417368
WMT,2016-01-11,61.160662381379
WMT,2016-01-08,60.513056488833
WMT,2016-01-07,61.932075282795
