ticker,date,adj_close
TSLA,2016-12-30,213.69
TSLA,2016-12-29,214.68
TSLA,2016-12-28,219.74
TSLA,2016-12-27,219.53
TSLA,2016-12-23,213.34
TSLA,2016-12-22,208.45
TSLA,2016-12-21,207.7
TSLA,2016-12-20,208.79
TSLA,2016-12-19,202.73
TSLA,2016-12-16,202.49
TSLA,2016-12-15,197.58
TSLA,2016-12-14,198.69
TSLA,2016-12-13,198.15
TSLA,2016-12-12,192.43
TSLA,2016-12-09,192.18
TSLA,2016-12-08,192.29
TSLA,2016-12-07,193.15
TSLA,2016-12-06,185.85
TSLA,2016-12-05,186.8
TSLA,2016-12-02,181.47
TSLA,2016-12-01,181.88
TSLA,2016-11-30,189.4
TSLA,2016-11-29,189.57
TSLA,2016-11-28,196.12
TSLA,2016-11-25,196.65
TSLA,2016-11-23,193.14
TSLA,2016-11-22,191.17
TSLA,2016-11-21,184.52
TSLA,2016-11-18,185.02
TSLA,2016-11-17,188.66
TSLA,2016-11-16,183.93
TSLA,2016-11-15,183.77
TSLA,2016-11-14,181.45
TSLA,2016-11-11,188.56
TSLA,2016-11-10,185.35
TSLA,2016-11-09,190.06
TSLA,2016-11-08,194.94
TSLA,2016-11-07,193.21
TSLA,2016-11-04,190.56
TSLA,2016-11-03,187.42
TSLA,2016-11-02,188.02
TSLA,2016-11-01,190.79
TSLA,2016-10-31,197.73
TSLA,2016-10-28,199.97
TSLA,2016-10-27,204.01
TSLA,2016-10-26,202.24
TSLA,2016-10-25,202.34
TSLA,2016-10-24,202.76
TSLA,2016-10-21,200.09
TSLA,2016-10-20,199.1
TSLA,2016-10-19,203.56
TSLA,2016-10-18,199.1
TSLA,2016-10-17,193.96
TSLA,2016-10-14,196.51
TSLA,2016-10-13,200.24
TSLA,2016-10-12,201.51
TSLA,2016-10-11,200.1
TSLA,2016-10-10,200.95
TSLA,2016-10-07,196.61
TSLA,2016-10-06,201.0
TSLA,2016-10-05,208.46
TSLA,2016-10-04,211.41
TSLA,2016-10-03,213.7
TSLA,2016-09-30,204.03
TSLA,2016-09-29,200.7
TSLA,2016-09-28,206.27
TSLA,2016-09-27,205.81
TSLA,2016-09-26,208.99
TSLA,2016-09-23,207.45
TSLA,2016-09-22,206.43
TSLA,2016-09-21,205.22
TSLA,2016-09-20,204.64
TSLA,2016-09-19,206.34
TSLA,2016-09-16,205.4
TSLA,2016-09-15,200.42
TSLA,2016-09-14,196.41
TSLA,2016-09-13,196.05
TSLA,2016-09-12,198.3
TSLA,2016-09-09,194.47
TSLA,2016-09-08,197.36
TSLA,2016-09-07,201.71
TSLA,2016-09-06,202.83
TSLA,2016-09-02,197.78
TSLA,2016-09-01,200.77
TSLA,2016-08-31,212.01
TSLA,2016-08-30,211.34
TSLA,2016-08-29,215.2
TSLA,2016-08-26,219.99
TSLA,2016-08-25,220.96
TSLA,2016-08-24,222.62
TSLA,2016-08-23,224.84
TSLA,2016-08-22,222.93
TSLA,2016-08-19,225.0
TSLA,2016-08-18,223.51
TSLA,2016-08-17,223.24
TSLA,2016-08-16,223.61
TSLA,2016-08-15,225.59
TSLA,2016-08-12,225.61
TSLA,2016-08-11,224.91
TSLA,2016-08-10,225.65
TSLA,2016-08-09,229.08
TSLA,2016-08-08,226.16
TSLA,2016-08-05,230.03
TSLA,2016-08-04,230.61
TSLA,2016-08-03,225.79
TSLA,2016-08-02,227.2
TSLA,2016-08-01,230.01
TSLA,2016-07-29,234.79
TSLA,2016-07-28,230.61
TSLA,2016-07-27,228.49
TSLA,2016-07-26,229.51
TSLA,2016-07-25,230.01
TSLA,2016-07-22,222.27
TSLA,2016-07-21,220.5
TSLA,2016-07-20,228.36
TSLA,2016-07-19,225.26
TSLA,2016-07-18,226.25
TSLA,2016-07-15,220.4
TSLA,2016-07-14,221.53
TSLA,2016-07-13,222.53
TSLA,2016-07-12,224.65
TSLA,2016-07-11,224.78
TSLA,2016-07-08,216.78
TSLA,2016-07-07,215.94
TSLA,2016-07-06,214.44
TSLA,2016-07-05,213.98
TSLA,2016-07-01,216.5
TSLA,2016-06-30,212.28
TSLA,2016-06-29,210.19
TSLA,2016-06-28,201.79
TSLA,2016-06-27,198.55
TSLA,2016-06-24,193.15
TSLA,2016-06-23,196.4
TSLA,2016-06-22,196.66
TSLA,2016-06-21,219.61
TSLA,2016-06-20,219.7
TSLA,2016-06-17,215.47
TSLA,2016-06-16,217.93
TSLA,2016-06-15,217.7
TSLA,2016-06-14,214.96
TSLA,2016-06-13,217.87
TSLA,2016-06-10,218.79
TSLA,2016-06-09,229.36
TSLA,2016-06-08,235.52
TSLA,2016-06-07,232.34
TSLA,2016-06-06,220.68
TSLA,2016-06-03,218.99
TSLA,2016-06-02,218.96
TSLA,2016-06-01,219.56
TSLA,2016-05-31,223.23
TSLA,2016-05-27,223.04
TSLA,2016-05-26,225.12
TSLA,2016-05-25,219.58
TSLA,2016-05-24,217.91
TSLA,2016-05-23,216.22
TSLA,2016-05-20,220.28
TSLA,2016-05-19,215.21
TSLA,2016-05-18,211.17
TSLA,2016-05-17,204.66
TSLA,2016-05-16,208.29
TSLA,2016-05-13,207.61
TSLA,2016-05-12,207.28
TSLA,2016-05-11,208.96
TSLA,2016-05-10,208.69
TSLA,2016-05-09,208.92
TSLA,2016-05-06,214.93
TSLA,2016-05-05,211.53
TSLA,2016-05-04,222.56
TSLA,2016-05-03,232.32
TSLA,2016-05-02,241.8
TSLA,2016-04-29,240.76
TSLA,2016-04-28,247.71
TSLA,2016-04-27,251.47
TSLA,2016-04-26,253.74
TSLA,2016-04-25,251.82
TSLA,2016-04-22,253.75
TSLA,2016-04-21,248.29
TSLA,2016-04-20,249.97
TSLA,2016-04-19,247.37
TSLA,2016-04-18,253.88
TSLA,2016-04-15,254.51
TSLA,2016-04-14,251.86
TSLA,2016-04-13,254.53
TSLA,2016-04-12,247.82
TSLA,2016-04-11,249.92
TSLA,2016-04-08,250.07
TSLA,2016-04-07,257.2
TSLA,2016-04-06,265.42
TSLA,2016-04-05,255.47
TSLA,2016-04-04,246.99
TSLA,2016-04-01,237.59
TSLA,2016-03-31,229.77
TSLA,2016-03-30,226.89
TSLA,2016-03-29,230.13
TSLA,2016-03-28,230.26
TSLA,2016-03-24,227.75
TSLA,2016-03-23,222.58
TSLA,2016-03-22,234.24
TSLA,2016-03-21,238.32
TSLA,2016-03-18,232.74
TSLA,2016-03-17,226.38
TSLA,2016-03-16,221.93
TSLA,2016-03-15,218.34
TSLA,2016-03-14,215.15
TSLA,2016-03-11,207.5
TSLA,2016-03-10,205.18
TSLA,2016-03-09,208.72
TSLA,2016-03-08,202.6
TSLA,2016-03-07,205.29
TSLA,2016-03-04,201.04
TSLA,2016-03-03,195.74
TSLA,2016-03-02,188.34
TSLA,2016-03-01,186.35
TSLA,2016-02-29,191.93
TSLA,2016-02-26,190.34
TSLA,2016-02-25,187.43
TSLA,2016-02-24,179.0
TSLA,2016-02-23,177.21
TSLA,2016-02-22,177.74
TSLA,2016-02-19,166.58
TSLA,2016-02-18,166.77
TSLA,2016-02-17,168.68
TSLA,2016-02-16,155.17
